Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Autonomous_Level,CO2_Emissions_g_per_km,Safety_Rating,Units_Sold_2024,Warranty_Years,Revenue of 2024,Price Category,Battery Effeciency (km/ kWh),Range Category,Autonous Level Coulumn,Unit Selling Category
137,Bmw,i3,2022,Lithium-ion,57.3,192,CHAdeMO,9.3,147399.99,Ruby Red,Indonesia,3,0,4,12309,3,1814346477,Luxury,3,Low Range,Advanced,Very High
138,Skoda,Elroq (upcoming),2023,Nickel-metal hydride,105,278,CCS,2.6,94471.02,Matte Black,Italy,1,0,4,15171,5,1433219844,Premium,3,Mid-Range,Basic,Very High
139,Renault,Kangoo E-Tech,2023,Nickel-cobalt-aluminum,127,226,Vehicle-to-Home (V2H),4.5,63077.97,Volcanic Yellow,Canada,3,0,3,7886,3,497432871.4,Mid-Range,2,Mid-Range,Advanced,High
140,Audi,e-tron,2024,Lithium-ion,78,444,Level 2 Charging,3.3,35308.41,Candy Apple Red,Austria,0,0,3,18877,4,666516855.6,Budget,6,High Range,None,Very High
141,Ferrari,Ferrari EV (2025+),2025,Calcium-ion,61.7,254,CHAdeMO,11.8,92550.13,Tan,Poland,4,0,3,13998,5,1295516720,Premium,4,Mid-Range,Full,Very High
142,Mahindra,XUV400,2020,Flow batteries,107.3,502,Mobile Charging,8.5,78991.1,Magenta,India,4,0,4,4730,4,373627903,Mid-Range,5,High Range,Full,Medium
143,Bmw,iX1,2021,Nickel-cobalt-aluminum,92.4,168,Plug-in Hydrogen Refueling,3.3,54400.41,Ruby Red,Uk,2,0,3,1688,4,91827892.08,Mid-Range,2,Low Range,Intermediate,Medium
144,Nio,ET5,2016,Lithium-iron phosphate,124.6,400,Inductive (Wireless) Charging,6,134336.86,Pink,Poland,0,0,5,3844,5,516390889.8,Luxury,3,Mid-Range,None,Medium
145,Citroen,ë-Spacetourer,2018,Lithium-titanate,98.6,204,Plug-in Hydrogen Refueling,11,96249.52,Navy Blue,Czech Republic,4,0,4,16803,4,1617280685,Premium,2,Mid-Range,Full,Very High
146,Changan,SL03,2022,Magnesium-ion,129.2,568,Inductive (Wireless) Charging,4.8,79671.62,Matte Green,Austria,0,0,5,13683,4,1090146776,Mid-Range,4,High Range,None,Very High
147,Ford,F-150 Lightning,2020,Lithium-iron phosphate,69.4,526,Ultra-Fast Charging (350 kW+),6.2,108552.96,Sky Blue,Mexico,3,0,4,15100,3,1639149696,Premium,8,High Range,Advanced,Very High
148,Renault,Scenic E-Tech,2017,Nickel-metal hydride,113.6,350,NACS,11,95056.42,Ruby Red,South Korea,0,0,3,13513,3,1284497403,Premium,3,Mid-Range,None,Very High
149,Acura,ZDX (with GM Ultium),2016,Lithium-titanate,39.6,211,Vehicle-to-Home (V2H),4.8,104140.23,Lime Green,Finland,5,0,4,18076,4,1882438797,Premium,5,Mid-Range,Full,Very High
150,Tesla,Model S,2023,Lithium-titanate,55.7,600,Solar Charging,0.7,127578.87,Sky Blue,Vietnam,1,0,4,4879,3,622457306.7,Luxury,11,High Range,Basic,Medium
151,Lucid Motors,Lucid DreamDrive,2023,Lithium-sulfur,126,236,Plug-in Hydrogen Refueling,1.4,145115.74,Sunset Orange,Singapore,5,0,3,1038,3,150630138.1,Luxury,2,Mid-Range,Full,Medium
152,Xpeng,P5,2021,Lead-acid,81.9,426,Level 1 Charging,8.6,39922.33,Rose Gold,Vietnam,2,0,3,17306,3,690895843,Budget,5,High Range,Intermediate,Very High
153,Volvo,C40 Recharge,2024,Nickel-manganese-cobalt,55.2,573,DC Fast Charging (DCFC),8.4,63644.76,Matte White,Singapore,1,0,3,19235,3,1224206959,Mid-Range,10,High Range,Basic,Very High
154,Citroen,Ami,2021,Aluminum-ion,30,183,Ultra-Fast Charging (350 kW+),7,131933.09,Sky Blue,Saudi Arabia,5,0,5,2569,5,338936108.2,Luxury,6,Low Range,Full,Medium
155,Peugeot,e-3008,2015,Solid-state,76.8,529,DC Fast Charging (DCFC),4.4,122280.68,Gun Metal,Thailand,2,0,4,16076,3,1965784212,Luxury,7,High Range,Intermediate,Very High
156,Fisker,Pear (upcoming),2021,Nickel-metal hydride,108.4,438,Plug-in Hydrogen Refueling,1.5,104233.91,Cobalt Blue,Belgium,0,0,5,5055,5,526902415.1,Premium,4,High Range,None,High
157,Nio,ES8,2020,Solid-state,31.9,582,Solar Charging,5.6,121361.58,Yellow,Italy,3,0,5,13370,3,1622604325,Luxury,18,High Range,Advanced,Very High
158,Nissan,Leaf,2020,Lead-acid,32.1,406,Mobile Charging,10.4,31480.87,Tan,India,5,0,3,18741,5,589982984.7,Budget,13,High Range,Full,Very High
159,Mercedes-Benz,EQS SUV,2017,Nickel-metal hydride,55,237,Vehicle-to-Load (V2L),2.2,50064.89,Bronze,Indonesia,0,0,5,16246,5,813354202.9,Mid-Range,4,Mid-Range,None,Very High
160,Gmc,Hummer EV Pickup,2022,Solid-state,37.6,103,Plug-in Hydrogen Refueling,4.3,104423.06,Cobalt Blue,Mexico,3,0,5,4460,4,465726847.6,Premium,3,Low Range,Advanced,Medium
161,Rimac,Nevera,2022,Sodium-ion,43.1,303,Mobile Charging,3.9,113394.93,Champagne,Singapore,2,0,4,11960,3,1356203363,Premium,7,Mid-Range,Intermediate,Very High
162,Ferrari,SF90 Stradale (PHEV),2024,Lead-acid,43.4,493,Level 1 Charging,11.5,85394.67,Cosmic Purple,Switzerland,2,0,4,13406,5,1144800946,Premium,11,High Range,Intermediate,Very High
163,Mahindra,XUV400,2025,Lithium-sulfur,51.5,437,CHAdeMO,8.7,124689.21,Red,Malaysia,3,0,5,13706,5,1708990312,Luxury,8,High Range,Advanced,Very High
164,Chevrolet,Volt (PHEV),2023,Zinc-air,103,143,CCS,9.3,108912.2,Teal,Netherlands,0,0,5,13094,4,1426096347,Premium,1,Low Range,None,Very High
165,Vinfast,VF 9,2016,Lithium-ion,32.8,213,Ultra-Fast Charging (350 kW+),5.6,76936.1,Navy Blue,Israel,1,0,4,3425,4,263506142.5,Mid-Range,6,Mid-Range,Basic,Medium
166,Li Auto,L7,2016,Calcium-ion,142.3,172,Overhead Pantograph Charging,4.1,84639.92,Electric Blue,South Africa,3,0,4,10450,3,884487164,Premium,1,Low Range,Advanced,Very High
167,Subaru,Solterra,2016,Lithium-ion,130.4,431,CCS,8.3,49722.49,Racing Red,Belgium,4,0,4,7597,4,377741756.5,Mid-Range,3,High Range,Full,High
168,Acura,ZDX (with GM Ultium),2017,Flow batteries,105.5,302,Level 1 Charging,9,135971.68,Candy Apple Red,Israel,0,0,5,2050,5,278741944,Luxury,3,Mid-Range,None,Medium
169,Kia,Niro EV,2020,Sodium-ion,45.6,158,Battery Swapping,8.2,88738.08,Emerald Green,Hungary,4,0,4,15003,5,1331337414,Premium,3,Low Range,Full,Very High
170,Porsche,Panamera EV,2024,Zinc-air,31,168,Mobile Charging,1.9,66645.6,Midnight Black,Argentina,4,0,5,12573,4,837935128.8,Mid-Range,5,Low Range,Full,Very High
171,Porsche,Cayenne Electric (upcoming),2025,Lead-acid,110.1,430,NACS,6.9,88757.04,Gray,Norway,3,0,3,15879,3,1409373038,Premium,4,High Range,Advanced,Very High
172,Lucid Motors,Lucid Gravity,2023,Lead-acid,104.9,309,Vehicle-to-Load (V2L),5.3,130787.02,Champagne,Netherlands,3,0,4,1071,4,140072898.4,Luxury,3,Mid-Range,Advanced,Medium
173,Volvo,EX30,2017,Magnesium-ion,79.5,480,Vehicle-to-Load (V2L),6.8,43585.32,Orange,Portugal,2,0,5,14462,5,630330897.8,Mid-Range,6,High Range,Intermediate,Very High
174,Rivian,R1S,2016,Lithium-titanate,127.9,484,Ultra-Fast Charging (350 kW+),3.9,149917.52,Candy Apple Red,Spain,0,0,3,6877,5,1030982785,Luxury,4,High Range,None,High
175,Jeep,Wagoneer S,2024,Flow batteries,75.7,415,CHAdeMO,9.5,127623.58,Cobalt Blue,South Korea,4,0,4,9589,4,1223782509,Luxury,5,High Range,Full,High
176,Ferrari,Roma PHEV,2023,Aluminum-ion,108.3,148,CHAdeMO,11.6,124282.93,Blue,Portugal,1,0,3,10554,3,1311682043,Luxury,1,Low Range,Basic,Very High
177,Citroen,Ami,2021,Nickel-manganese-cobalt,38.5,423,Battery Swapping,7.7,75020.68,Red,Uk,5,0,4,14899,4,1117733111,Mid-Range,11,High Range,Full,Very High
178,Rimac,Nevera,2016,Lithium-titanate,146.4,425,Overhead Pantograph Charging,10.3,125481.35,Cream,Switzerland,1,0,4,11067,5,1388702100,Luxury,3,High Range,Basic,Very High
179,Ferrari,SF90 Stradale (PHEV),2024,Calcium-ion,83.1,275,Level 2 Charging,1,105141.54,Titanium,Australia,3,0,4,22,4,2313113.88,Premium,3,Mid-Range,Advanced,Very Low
180,Lucid Motors,Lucid DreamDrive,2017,Aluminum-ion,104.5,181,Battery Swapping,1.6,73252.25,Green,Argentina,5,0,4,7672,4,561991262,Mid-Range,2,Low Range,Full,High
181,Genesis,GV60,2016,Lithium-ion,47.7,139,CHAdeMO,7.3,92333.31,Candy Apple Red,Usa,3,0,4,4331,4,399895565.6,Premium,3,Low Range,Advanced,Medium
182,Audi,e-tron GT,2021,Solid-state,115,152,CCS,4.1,135718.68,Gray,India,1,0,3,17383,5,2359197814,Luxury,1,Low Range,Basic,Very High
183,Tesla,Cybertruck,2025,Nickel-metal hydride,77.2,469,Inductive (Wireless) Charging,7.7,48164.9,Tan,Finland,1,0,3,19319,5,930497703.1,Mid-Range,6,High Range,Basic,Very High
184,Nio,ES8,2021,Sodium-ion,122.8,226,Battery Swapping,7.9,59780.04,Gun Metal,Ireland,2,0,5,9884,3,590865915.4,Mid-Range,2,Mid-Range,Intermediate,High
185,Lotus,Evija,2023,Lithium-iron phosphate,117.2,251,Level 2 Charging,9.5,125253.36,Forest Green,Russia,1,0,5,395,4,49475077.2,Luxury,2,Mid-Range,Basic,Low
186,Rimac,Nevera,2021,Calcium-ion,129.1,315,Overhead Pantograph Charging,6.8,50732.44,Aurora Blue,China,3,0,3,1981,4,100500963.6,Mid-Range,2,Mid-Range,Advanced,Medium
187,Mg,MG5 EV,2025,Lithium-titanate,85.1,312,Vehicle-to-Grid (V2G),8.6,39891.34,Matte White,Saudi Arabia,2,0,4,6658,3,265596541.7,Budget,4,Mid-Range,Intermediate,High
188,Maserati,GranTurismo Folgore,2021,Zinc-air,102.5,527,DC Fast Charging (DCFC),4.1,82498.33,Rose Gold,Belgium,3,0,4,19950,3,1645841684,Premium,5,High Range,Advanced,Very High
189,Subaru,Solterra,2016,Lithium-ion,112,459,Level 1 Charging,2.4,144361.94,Matte Black,South Africa,5,0,5,8806,5,1271251244,Luxury,4,High Range,Full,High
190,Jaguar,I-PACE,2020,Magnesium-ion,75.8,368,DC Fast Charging (DCFC),3.5,147006.07,Emerald Green,China,4,0,5,5468,4,803829190.8,Luxury,5,Mid-Range,Full,High
191,Mercedes-Benz,EQA,2016,Aluminum-ion,94.6,470,CCS,3.1,91058.99,Silver,Usa,3,0,3,1158,5,105446310.4,Premium,5,High Range,Advanced,Medium
192,Faraday Future,FF 91,2018,Sodium-ion,52.3,568,Mobile Charging,3.6,39346.45,Turquoise,Canada,0,0,3,13137,3,516894313.7,Budget,11,High Range,None,Very High
193,Changan,Deepal S07,2019,Sodium-ion,31.2,333,Level 1 Charging,4.7,64991.41,Burgundy,Poland,1,0,4,6403,5,416139998.2,Mid-Range,11,Mid-Range,Basic,High
194,Maserati,Grecale Folgore,2017,Lithium-ion,141.2,112,Ultra-Fast Charging (350 kW+),6.7,106313.02,Ice Silver,Usa,0,0,5,10076,3,1071209990,Premium,1,Low Range,None,Very High
195,Rivian,EDV (Electric Delivery Van),2018,Nickel-cobalt-aluminum,84,130,CHAdeMO,8.7,41163.2,Crimson Red,South Africa,2,0,5,3131,5,128881979.2,Mid-Range,2,Low Range,Intermediate,Medium
196,Volkswagen,ID.Buzz,2021,Solid-state,96.9,131,Vehicle-to-Grid (V2G),8.1,45684.99,Copper,Spain,3,0,4,14835,4,677736826.7,Mid-Range,1,Low Range,Advanced,Very High
197,Volvo,XC40 Recharge,2018,Nickel-metal hydride,121.4,399,CCS,2.3,49725,Sunset Orange,Hungary,4,0,4,10102,4,502321950,Mid-Range,3,Mid-Range,Full,Very High
198,Honda,e:Ny1,2016,Nickel-metal hydride,125,255,Level 2 Charging,3,132788.79,Charcoal,Uk,2,0,4,9792,4,1300267832,Luxury,2,Mid-Range,Intermediate,High
199,Canoo,Lifestyle Vehicle,2015,Nickel-cobalt-aluminum,131.1,384,Ultra-Fast Charging (350 kW+),1.6,42228.88,Burgundy,Italy,3,0,3,4283,3,180866293,Mid-Range,3,Mid-Range,Advanced,Medium
200,Canoo,Pickup,2020,Flow batteries,101.9,430,DC Fast Charging (DCFC),7.2,61058.48,Platinum,China,3,0,4,4220,3,257666785.6,Mid-Range,4,High Range,Advanced,Medium
201,Faraday Future,FF 91,2016,Lithium-ion,142.5,125,NACS,11.1,81978.77,Volcanic Yellow,Thailand,3,0,3,6132,4,502693817.6,Premium,1,Low Range,Advanced,High
202,Toyota,Lexus RZ,2017,Lithium-ion,99.8,415,Ultra-Fast Charging (350 kW+),7.9,89866.99,Matte Gray,New Zealand,3,0,3,17229,3,1548318371,Premium,4,High Range,Advanced,Very High
203,Acura,ZDX (with GM Ultium),2021,Magnesium-ion,112.7,345,Vehicle-to-Load (V2L),4.5,97878.13,Purple,India,0,0,4,1919,4,187828131.5,Premium,3,Mid-Range,None,Medium
204,Lotus,Emeya,2024,Lithium-iron phosphate,146.6,151,Ultra-Fast Charging (350 kW+),8.1,61983.24,Platinum,South Korea,1,0,4,11626,3,720617148.2,Mid-Range,1,Low Range,Basic,Very High
205,Porsche,Macan EV,2024,Sodium-ion,124.8,457,Overhead Pantograph Charging,11,33384.79,Ice Silver,Brazil,4,0,4,17764,4,593047409.6,Budget,4,High Range,Full,Very High
206,Porsche,Cayenne Electric (upcoming),2015,Solid-state,27.3,408,Ultra-Fast Charging (350 kW+),0.7,87358.68,Pink,Finland,1,0,4,1951,3,170436784.7,Premium,15,High Range,Basic,Medium
207,Ford,F-150 Lightning,2016,Calcium-ion,88.4,286,DC Fast Charging (DCFC),4.8,143030.79,Cream,Israel,3,0,3,14315,5,2047485759,Luxury,3,Mid-Range,Advanced,Very High
208,Mahindra,Born Electric (upcoming range),2017,Lithium-titanate,145.9,455,Overhead Pantograph Charging,3.1,100674.02,Midnight Black,India,5,0,3,18770,4,1889651355,Premium,3,High Range,Full,Very High
209,Opel,Grandland Electric,2015,Nickel-metal hydride,98.3,571,Ultra-Fast Charging (350 kW+),7.9,42493.23,Champagne,Sweden,0,0,3,2907,5,123527819.6,Mid-Range,6,High Range,None,Medium
210,Mini,Mini Aceman,2020,Nickel-manganese-cobalt,21.5,207,Ultra-Fast Charging (350 kW+),8.5,72057.74,Burgundy,France,0,0,3,13566,4,977535300.8,Mid-Range,10,Mid-Range,None,Very High
211,Nio,ES8,2023,Nickel-cobalt-aluminum,33.2,345,Ultra-Fast Charging (350 kW+),2.4,38845.13,Rose Gold,Japan,2,0,4,5574,4,216522754.6,Budget,10,Mid-Range,Intermediate,High
212,Mercedes-Benz,EQS,2023,Aluminum-ion,147.1,273,Vehicle-to-Load (V2L),8.6,81758.8,Ruby Red,Netherlands,3,0,3,6225,4,508948530,Premium,2,Mid-Range,Advanced,High
213,Seat,Avenger,2025,Lithium-sulfur,58.7,149,Level 2 Charging,5,95959.52,Champagne,Sweden,3,0,4,19667,4,1887235880,Premium,3,Low Range,Advanced,Very High
214,Lucid Motors,Lucid Air,2015,Lithium-iron phosphate,42.2,249,DC Fast Charging (DCFC),5.9,43861.07,Burgundy,Thailand,5,0,4,6058,4,265710362.1,Mid-Range,6,Mid-Range,Full,High
215,Nio,ES8,2017,Nickel-manganese-cobalt,25.8,325,Vehicle-to-Home (V2H),3.5,130449.45,Matte Green,South Korea,5,0,4,11265,5,1469513054,Luxury,13,Mid-Range,Full,Very High
216,Li Auto,L8,2023,Lithium-ion,129.3,519,Vehicle-to-Grid (V2G),11.6,112448.15,Aurora Blue,Singapore,3,0,5,1137,5,127853546.6,Premium,4,High Range,Advanced,Medium
217,Ferrari,Ferrari EV (2025+),2024,Flow batteries,147.8,175,CCS,11.4,83884.77,Pearl White,Switzerland,1,0,4,14266,3,1196700129,Premium,1,Low Range,Basic,Very High
218,Canoo,MPDV,2017,Calcium-ion,97.4,263,DC Fast Charging (DCFC),1.5,96763.7,Matte Gray,Hungary,4,0,5,19253,5,1862991516,Premium,3,Mid-Range,Full,Very High
219,Vinfast,VF 9,2016,Nickel-cobalt-aluminum,39.5,390,CCS,11.1,97522.05,Yellow,Czech Republic,2,0,5,15911,5,1551673338,Premium,10,Mid-Range,Intermediate,Very High
220,Cadillac,Celestiq,2015,Nickel-metal hydride,55.8,173,Plug-in Hydrogen Refueling,0.9,136748.91,Pink,Belgium,3,0,4,662,4,90527778.42,Luxury,3,Low Range,Advanced,Low
221,Canoo,Pickup,2019,Lithium-sulfur,129.6,539,CCS,11.7,57354.89,Magenta,Malaysia,2,0,5,2925,3,167763053.3,Mid-Range,4,High Range,Intermediate,Medium
222,Geely,Geometry A,2021,Lithium-titanate,83,364,Overhead Pantograph Charging,9.9,91832.36,Pearl White,China,4,0,5,18634,3,1711204196,Premium,4,Mid-Range,Full,Very High
223,Porsche,Macan EV,2018,Calcium-ion,27.5,116,Vehicle-to-Home (V2H),1.1,73245.01,Metallic Silver,Portugal,3,0,3,1001,3,73318255.01,Mid-Range,4,Low Range,Advanced,Medium
224,Byd,Dolphin,2024,Nickel-manganese-cobalt,43.1,545,Vehicle-to-Load (V2L),7.2,71971.19,Pearl White,Spain,5,0,4,1626,3,117025154.9,Mid-Range,13,High Range,Full,Medium
225,Ferrari,SF90 Stradale (PHEV),2018,Flow batteries,49.3,205,Battery Swapping,8,91593.75,Navy Blue,Usa,1,0,3,7332,4,671565375,Premium,4,Mid-Range,Basic,High
226,Cadillac,Celestiq,2025,Lithium-sulfur,75.1,292,Overhead Pantograph Charging,5.8,56185.09,Magenta,South Africa,3,0,4,12262,5,688941573.6,Mid-Range,4,Mid-Range,Advanced,Very High
227,Genesis,GV80 Electric,2019,Flow batteries,34.1,132,Mobile Charging,11.9,106871.37,Bronze,Spain,5,0,3,1860,5,198780748.2,Premium,4,Low Range,Full,Medium
228,Xpeng,G9,2025,Nickel-metal hydride,113.8,435,Vehicle-to-Load (V2L),12,61131.15,Tan,Thailand,0,0,3,11244,5,687358650.6,Mid-Range,4,High Range,None,Very High
229,Dacia,Jogger Hybrid,2025,Lead-acid,103,343,Overhead Pantograph Charging,6.3,131450.31,Titanium,United Arab Emirates,0,0,5,18318,3,2407906779,Luxury,3,Mid-Range,None,Very High
230,Skoda,Enyaq Coupe,2025,Solid-state,48.9,214,Solar Charging,5.3,136421.23,Turquoise,Spain,3,0,5,19122,5,2608646760,Luxury,4,Mid-Range,Advanced,Very High
231,Gmc,Hummer EV Pickup,2022,Aluminum-ion,45.3,161,Plug-in Hydrogen Refueling,6.6,79572.87,Rose Gold,Sweden,3,0,5,14993,3,1193036040,Mid-Range,4,Low Range,Advanced,Very High
232,Rimac,Nevera,2016,Nickel-manganese-cobalt,63.2,190,Mobile Charging,7.8,30565.62,Bronze,Switzerland,1,0,3,4240,5,129598228.8,Budget,3,Low Range,Basic,Medium
233,Zeekr,Zeekr 007,2021,Nickel-cobalt-aluminum,145.5,296,Level 1 Charging,0.9,53929.71,Turquoise,Usa,4,0,5,8153,3,439688925.6,Mid-Range,2,Mid-Range,Full,High
234,Seat,Avenger,2019,Nickel-metal hydride,33.4,357,Solar Charging,2.4,128861.26,Magenta,Czech Republic,4,0,5,4384,4,564927763.8,Luxury,11,Mid-Range,Full,Medium
235,Mahindra,Born Electric (upcoming range),2018,Nickel-metal hydride,143.3,570,Plug-in Hydrogen Refueling,0.7,56918.56,Gray,Switzerland,4,0,5,1224,4,69668317.44,Mid-Range,4,High Range,Full,Medium
236,Acura,ZDX (with GM Ultium),2023,Zinc-air,26.3,124,CCS,8,32369.01,Ice Silver,Canada,3,0,5,5017,3,162395323.2,Budget,5,Low Range,Advanced,High
237,Seat,Avenger,2019,Nickel-cobalt-aluminum,106,439,Battery Swapping,7.7,114087.16,Tan,France,4,0,3,16309,3,1860647492,Premium,4,High Range,Full,Very High
238,Cadillac,Lyriq,2019,Calcium-ion,88,203,Overhead Pantograph Charging,8.6,65442.14,Silver,United Arab Emirates,1,0,3,89,3,5824350.46,Mid-Range,2,Mid-Range,Basic,Very Low
239,Mini,Mini Electric,2016,Calcium-ion,94.6,352,CHAdeMO,11.4,123543.15,Red,France,5,0,4,8654,4,1069142420,Luxury,4,Mid-Range,Full,High
240,Bmw,i3,2017,Calcium-ion,25.1,248,Overhead Pantograph Charging,9.7,67524.85,Racing Red,Canada,3,0,4,4534,5,306157669.9,Mid-Range,10,Mid-Range,Advanced,Medium
241,Genesis,GV70 Electric,2020,Sodium-ion,136.3,589,Battery Swapping,10.6,41154.16,Platinum,Mexico,3,0,4,15671,4,644926841.4,Mid-Range,4,High Range,Advanced,Very High
242,Genesis,GV70 Electric,2016,Nickel-metal hydride,110.5,130,NACS,1.7,139347.21,Aurora Blue,Singapore,1,0,5,944,5,131543766.2,Luxury,1,Low Range,Basic,Low
243,Renault,5 E-Tech,2022,Aluminum-ion,83.5,554,Vehicle-to-Grid (V2G),5.6,37600.33,Ruby Red,Hungary,3,0,5,18895,5,710458235.4,Budget,7,High Range,Advanced,Very High
244,Ferrari,SF90 Stradale (PHEV),2025,Calcium-ion,64,367,CCS,5.5,117198.24,Aurora Blue,Brazil,5,0,5,1788,3,209550453.1,Premium,6,Mid-Range,Full,Medium
245,Genesis,GV70 Electric,2023,Calcium-ion,81,353,NACS,1.4,88997.76,Forest Green,Mexico,0,0,4,13214,3,1176016401,Premium,4,Mid-Range,None,Very High
246,Hyundai,Ioniq 7 (upcoming),2022,Magnesium-ion,94.5,145,Vehicle-to-Load (V2L),5.6,44244.82,Champagne,Germany,3,0,3,2978,5,131761074,Mid-Range,2,Low Range,Advanced,Medium
247,Gmc,Hummer EV SUV,2023,Lead-acid,46.9,443,Vehicle-to-Home (V2H),11.4,73601.1,Blue,Austria,2,0,4,11904,5,876147494.4,Mid-Range,9,High Range,Intermediate,Very High
248,Geely,Geometry A,2016,Magnesium-ion,105.7,101,Mobile Charging,4.6,106039.34,Cobalt Blue,Czech Republic,2,0,4,5379,4,570385609.9,Premium,1,Low Range,Intermediate,High
249,Volkswagen,ID.2all,2021,Solid-state,53.1,200,Inductive (Wireless) Charging,1.9,132263.32,Electric Blue,Australia,1,0,4,1523,5,201437036.4,Luxury,4,Low Range,Basic,Medium
250,Skoda,Elroq (upcoming),2016,Magnesium-ion,135.9,334,CHAdeMO,11.6,30520.52,Racing Red,South Korea,3,0,5,5806,5,177202139.1,Budget,2,Mid-Range,Advanced,High
251,Jeep,Grand Cherokee 4xe (PHEV),2017,Solid-state,70.4,407,Mobile Charging,6.3,76159.52,Gun Metal,Belgium,2,0,3,4527,4,344774147,Mid-Range,6,High Range,Intermediate,Medium
252,Cadillac,Optiq (upcoming),2023,Lithium-sulfur,129.6,380,Mobile Charging,8.7,142261.45,Emerald Green,Switzerland,4,0,5,4347,5,618410523.2,Luxury,3,Mid-Range,Full,Medium
253,Genesis,GV70 Electric,2023,Lead-acid,110.3,265,CCS,9.2,97473.63,Matte Blue,Singapore,5,0,5,9369,4,913230439.5,Premium,2,Mid-Range,Full,High
254,Faraday Future,FF 91,2023,Solid-state,23.3,174,Level 2 Charging,8.2,53988.29,Stealth Gray,Netherlands,5,0,5,9671,3,522120752.6,Mid-Range,7,Low Range,Full,High
255,Citroen,Ami,2015,Sodium-ion,125.8,152,Ultra-Fast Charging (350 kW+),9,97352.47,Forest Green,Turkey,5,0,4,12699,4,1236279017,Premium,1,Low Range,Full,Very High
256,Vinfast,VF 8,2023,Lithium-ion,21.7,228,Inductive (Wireless) Charging,7.6,123710.99,Candy Apple Red,Austria,5,0,5,17911,5,2215787542,Luxury,11,Mid-Range,Full,Very High
257,Cadillac,Lyriq,2018,Lithium-sulfur,78.3,449,DC Fast Charging (DCFC),2.7,50855.42,Graphite Gray,Canada,3,0,3,19136,4,973169317.1,Mid-Range,6,High Range,Advanced,Very High
258,Tesla,Model X,2022,Lithium-titanate,141.9,120,CHAdeMO,11.2,101625.64,Navy Blue,Finland,2,0,4,2388,5,242682028.3,Premium,1,Low Range,Intermediate,Medium
259,Rimac,Nevera,2017,Lead-acid,28.9,358,NACS,5.3,94444.31,Green,Brazil,1,0,4,7158,5,676032371,Premium,12,Mid-Range,Basic,High
260,Lotus,Emeya,2023,Calcium-ion,117.8,432,Level 1 Charging,1.8,71520.87,Forest Green,Finland,1,0,4,12496,3,893724791.5,Mid-Range,4,High Range,Basic,Very High
261,Nio,ES7,2023,Lithium-titanate,56.8,566,Overhead Pantograph Charging,6.4,91048.27,Champagne,Japan,5,0,3,5485,5,499399761,Premium,10,High Range,Full,High
262,Maserati,Grecale Folgore,2025,Solid-state,47.4,422,Inductive (Wireless) Charging,10.4,80905.13,Yellow,Switzerland,5,0,4,2363,5,191178822.2,Premium,9,High Range,Full,Medium
263,Skoda,Enyaq,2015,Nickel-manganese-cobalt,113.2,119,DC Fast Charging (DCFC),1.3,51359.06,Gold,United Arab Emirates,3,0,4,12715,4,653030447.9,Mid-Range,1,Low Range,Advanced,Very High
264,Acura,ZDX (with GM Ultium),2021,Sodium-ion,22.2,444,CCS,6.7,106970.73,Sapphire Blue,China,4,0,4,16476,3,1762449747,Premium,20,High Range,Full,Very High
265,Mazda,Mazda EV (upcoming models),2024,Solid-state,56.6,574,Vehicle-to-Home (V2H),4.9,128654.68,Black,New Zealand,1,0,5,9665,5,1243447482,Luxury,10,High Range,Basic,High
266,Ford,E-Transit,2025,Aluminum-ion,138.8,507,Overhead Pantograph Charging,11.5,31338.02,Matte Gray,Sweden,3,0,5,17941,3,562235416.8,Budget,4,High Range,Advanced,Very High
267,Subaru,Solterra,2020,Lithium-iron phosphate,73.6,430,CHAdeMO,2.4,56494.56,Titanium,Spain,1,0,3,17984,4,1015998167,Mid-Range,6,High Range,Basic,Very High
268,Genesis,GV60,2019,Flow batteries,28.8,150,Inductive (Wireless) Charging,8.8,88462.85,Pink,Brazil,3,0,5,2287,3,202314538,Premium,5,Low Range,Advanced,Medium
269,Rimac,Nevera,2022,Sodium-ion,100.1,256,CHAdeMO,7,73739.21,Purple,Vietnam,2,0,5,14290,4,1053733311,Mid-Range,3,Mid-Range,Intermediate,Very High
270,Byd,Tang EV,2025,Lithium-titanate,63.1,345,Vehicle-to-Home (V2H),5.6,122972.04,Champagne,United Arab Emirates,3,0,4,9195,3,1130727908,Luxury,5,Mid-Range,Advanced,High
271,Maserati,Grecale Folgore,2019,Lithium-titanate,135.2,139,DC Fast Charging (DCFC),10.8,131950.47,Emerald Green,Germany,4,0,3,18074,4,2384872795,Luxury,1,Low Range,Full,Very High
272,Maserati,GranTurismo Folgore,2025,Magnesium-ion,39.3,300,Ultra-Fast Charging (350 kW+),10.8,100752.09,Rose Gold,Czech Republic,3,0,4,11923,5,1201267169,Premium,8,Mid-Range,Advanced,Very High
273,Tesla,Roadster (upcoming),2018,Calcium-ion,145.3,414,NACS,9.2,46844.48,Pearl White,Norway,4,0,5,15843,4,742157096.6,Mid-Range,3,High Range,Full,Very High
